year,player,player_id,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,drops,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,routes,receptions,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
2014,Amari Cooper,9437,14,9.9,26,71.3,8,79.4,78.8,92.8,93.3,97.1,433,19.5,87,128.7,174,16,79.6,355,433,124,1727,878,7.1,13.9,3.99
2014,Justin Hardy,9540,13,9.5,20,72.5,5,85.0,78.2,89.5,89.2,94.8,625,64.2,423,107.2,167,10,35.1,231,625,121,1494,612,5.1,12.3,2.39
2014,Vince Mayle,9556,12,9.8,25,65.0,19,43.9,60.8,76.7,75.3,95.2,551,0.7,4,104.9,163,9,99.3,575,551,106,1483,827,7.8,14.0,2.69
2014,Kevin White,9440,13,11.1,24,68.1,9,72.6,61.2,78.5,78.2,94.6,558,7.6,45,104.3,160,10,90.7,535,558,109,1447,679,6.2,13.3,2.59
2014,Jaelen Strong,9503,12,13.9,7,53.3,7,70.3,76.2,86.6,87.5,94.7,431,25.3,115,92.2,152,10,74.7,340,431,81,1168,421,5.2,14.4,2.71
2014,Jamison Crowder,9538,13,11.0,11,56.4,10,60.8,58.1,73.0,73.1,97.0,460,17.3,82,81.1,149,6,81.9,388,460,84,1064,550,6.5,12.7,2.31
2014,Tyler Lockett,9502,13,11.9,9,72.1,7,79.1,78.0,92.7,92.8,93.3,415,15.3,68,121.6,147,11,84.3,375,415,106,1515,455,4.3,14.3,3.65
2014,Rashad Greene Sr.,9572,14,11.0,17,69.7,4,86.2,77.1,82.2,83.3,96.2,525,22.3,122,104.9,142,7,76.7,419,525,99,1365,599,6.1,13.8,2.6
2014,Nelson Agholor,9453,13,8.9,17,76.3,7,77.6,77.7,89.2,91.2,95.7,447,52.2,244,129.4,135,12,41.5,194,447,103,1306,573,5.6,12.7,2.92
2014,Mario Alford,9671,13,11.2,6,58.0,12,37.9,52.2,61.7,61.8,94.6,547,4.3,25,118.3,112,11,94.3,545,547,65,945,476,7.3,14.5,1.73
2014,Lucky Whitehead,9853,12,5.5,10,71.7,5,76.7,62.8,76.8,76.8,94.3,331,89.5,314,108.6,106,6,9.4,33,331,76,709,510,6.7,9.3,2.14
2014,Bradley Marquez,9914,12,11.3,11,61.3,6,68.8,75.1,77.3,72.2,93.4,454,52.7,256,97.2,106,10,46.7,227,454,65,819,306,4.7,12.6,1.8
2014,Devin Funchess,9474,11,9.7,7,60.8,6,66.1,75.2,72.0,71.8,96.2,332,39.4,136,79.4,102,4,57.7,199,332,62,733,268,4.3,11.8,2.21
2014,Jordan Leslie,9897,13,15.4,9,54.5,7,58.1,75.0,70.9,70.3,94.7,467,4.7,23,87.0,101,6,94.9,468,467,55,779,260,4.7,14.2,1.67
2014,Ty Montgomery,9527,11,6.5,16,62.2,5,66.6,49.2,78.6,74.6,95.9,280,21.6,63,68.6,98,3,77.4,226,280,61,604,437,7.2,9.9,2.16
2014,Breshad Perriman,9459,13,17.7,7,51.5,8,45.9,74.2,71.8,71.8,94.1,414,5.9,26,107.9,97,9,94.1,414,414,50,1044,253,5.1,20.9,2.52
2014,Stefon Diggs,9579,10,7.3,13,64.9,6,67.2,75.8,79.5,79.3,97.3,355,81.6,298,99.0,97,5,17.0,62,355,63,796,524,8.3,12.6,2.24
2014,Shane Wynn,9780,12,11.3,15,65.1,6,62.9,75.5,74.3,72.9,95.5,294,47.1,145,97.4,86,3,52.9,163,294,56,707,378,6.8,12.6,2.4
2014,Jordan Taylor,9793,10,11.1,9,65.9,7,56.9,47.7,79.1,77.7,97.5,275,91.5,258,123.1,82,7,8.5,24,275,54,842,414,7.7,15.6,3.06
2014,Christopher Harper,9950,12,13.9,2,64.2,1,82.4,49.6,74.8,75.1,95.1,348,8.5,31,107.7,81,6,91.0,333,348,52,634,176,3.4,12.2,1.82
2014,Eli Rogers,9878,13,9.1,4,59.2,7,51.9,73.4,65.8,67.2,97.6,283,99.0,287,87.9,76,3,1.0,3,283,45,525,204,4.5,11.7,1.86
2014,DeVante Parker,9447,6,14.4,15,57.3,2,79.1,73.2,92.2,92.4,97.6,201,10.2,21,86.3,75,5,89.8,185,201,43,855,348,8.1,19.9,4.25
2014,Sammie Coates,9520,12,21.5,10,45.9,5,55.8,72.6,77.3,75.6,94.9,263,10.1,28,94.5,74,4,89.9,249,263,34,741,128,3.8,21.8,2.82
2014,Geremy Davis,9619,10,13.2,1,60.3,0,91.4,73.3,71.5,73.2,96.1,247,19.8,51,78.6,73,3,80.2,206,247,44,521,67,1.5,11.8,2.11
2014,Chandler Worthy,10028,12,10.0,13,62.9,7,49.8,76.4,69.6,68.1,96.3,237,9.8,24,85.8,70,3,89.0,219,237,44,387,322,7.3,8.8,1.63
2014,Kaelin Clay,9617,13,10.2,5,61.4,4,66.4,28.7,59.7,60.6,96.5,327,89.7,304,91.4,70,4,10.3,35,327,43,520,244,5.7,12.1,1.59
2014,Phillip Dorsett,9462,13,18.9,3,53.7,1,83.6,73.2,72.9,71.6,96.9,374,22.8,88,132.3,67,10,77.2,298,374,36,871,360,10.0,24.2,2.33
2014,J.J. Nelson,9592,12,15.6,5,56.3,5,56.2,41.7,63.1,64.3,95.4,267,22.9,64,98.8,64,4,76.8,215,267,36,646,342,9.5,17.9,2.42
2014,DeAndrew White,9697,11,10.0,5,63.5,4,65.7,43.5,69.8,67.2,97.0,318,39.3,129,102.9,63,4,60.7,199,318,40,504,215,5.4,12.6,1.58
2014,DeAndre Smelter,9565,12,17.0,5,56.5,2,68.9,73.5,90.9,90.2,89.6,163,5.5,10,128.1,62,7,88.5,161,163,35,715,239,6.8,20.4,4.39
2014,Chris Conley,9509,13,16.8,2,66.7,4,62.0,36.6,74.2,73.6,96.4,264,23.4,64,140.2,54,8,75.9,208,264,36,657,159,4.4,18.3,2.49
2014,Quan Bray,9700,13,9.0,13,75.0,2,77.7,48.1,72.4,70.7,94.9,222,21.4,50,112.7,52,4,76.9,180,222,39,481,256,6.6,12.3,2.17
2014,Devin Smith,9470,15,23.8,2,68.8,2,74.5,72.2,80.7,82.6,97.3,257,22.3,59,133.7,48,12,76.9,203,257,33,931,231,7.0,28.2,3.62
2014,Damiere Byrd,9964,13,20.5,2,43.5,4,44.4,31.9,60.2,58.7,95.3,183,4.7,9,79.0,46,3,94.8,182,183,20,309,66,3.3,15.5,1.69
2014,Darren Waller,9637,12,19.6,2,57.8,0,89.0,71.3,83.7,86.3,91.3,167,2.2,4,112.2,45,6,95.1,174,167,26,442,86,3.3,17.0,2.65
2014,Keith Mumphery,9608,13,16.1,4,60.5,2,70.1,73.7,72.8,70.7,97.5,231,20.3,48,114.0,43,3,78.9,187,231,26,495,143,5.5,19.0,2.14
2014,Darius Jennings,10038,12,19.7,6,62.8,2,70.9,54.6,74.8,73.0,94.7,252,12.4,33,101.0,43,2,87.2,232,252,27,521,134,5.0,19.3,2.07
2014,Adam Humphries,10075,13,6.2,5,73.2,0,89.2,73.6,50.2,52.5,97.3,319,66.8,219,83.7,41,0,32.3,106,319,30,203,158,5.3,6.8,0.64
2014,Kasen Williams,10195,14,11.5,2,52.8,0,75.2,70.4,63.4,61.5,95.2,220,22.9,53,63.0,36,2,76.6,177,220,19,186,63,3.3,9.8,0.85
2014,Andrew Turzilli,10112,11,19.8,1,50.0,1,66.1,68.5,72.0,70.7,97.1,134,13.8,19,135.4,20,4,86.2,119,134,10,347,150,15.0,34.7,2.59
2015,Tajae Sharpe,10774,12,11.4,9,63.3,3,91.5,77.8,88.1,89.1,95.2,530,30.9,172,83.2,177,5,68.9,384,530,112,1307,330,2.9,11.7,2.47
2015,Aaron Burbridge,10847,14,12.2,7,58.2,10,60.3,41.8,85.4,85.7,94.6,441,18.5,86,96.8,146,7,81.1,378,441,85,1258,300,3.5,14.8,2.85
2015,Daniel Braverman,10864,13,7.7,24,78.5,7,78.4,61.4,91.2,91.4,95.0,436,96.3,442,131.8,135,13,3.7,17,436,106,1370,711,6.7,12.9,3.14
2015,De'Marcus Ayers,10863,14,7.9,19,74.4,2,92.2,52.4,88.5,88.9,96.5,444,96.5,444,108.6,133,6,2.2,10,444,99,1241,738,7.5,12.5,2.8
2015,Tyler Boyd,10689,12,9.1,6,71.8,5,81.9,68.7,89.9,90.3,95.8,346,45.4,164,91.1,131,6,51.2,185,346,94,940,418,4.4,10.0,2.72
2015,Roger Lewis Jr.,11246,14,14.7,8,66.9,11,64.7,76.3,74.0,75.4,95.2,578,13.7,83,141.5,127,16,86.3,524,578,85,1543,621,7.3,18.2,2.67
2015,Alex Erickson,11107,13,11.7,10,60.6,8,64.8,77.1,87.5,86.5,95.5,378,51.3,203,79.5,127,3,48.5,192,378,77,979,275,3.6,12.7,2.59
2015,Geronimo Allison,11141,12,11.6,6,51.2,12,42.4,52.0,66.6,65.6,95.9,496,12.2,63,71.6,127,3,87.8,454,496,65,879,319,4.9,13.5,1.77
2015,Jakeem Grant Sr.,10820,13,7.2,33,72.6,9,69.6,66.0,80.9,79.2,96.0,458,90.6,432,124.8,124,10,6.7,32,458,90,1253,870,9.7,13.9,2.74
2015,Jordan Payton,10788,13,12.8,16,63.4,4,81.7,75.9,88.3,86.2,94.7,478,4.2,21,92.6,123,5,95.8,484,478,78,1113,394,5.1,14.3,2.33
2015,Laquon Treadwell,10657,13,11.2,17,67.2,9,63.2,56.3,85.3,85.2,95.1,470,7.9,39,106.9,122,11,91.9,454,470,82,1148,442,5.4,14.0,2.44
2015,Robbie Chosen,11254,14,12.7,11,58.3,11,46.4,55.7,73.1,74.6,93.0,399,11.4,49,92.3,120,7,88.6,380,399,70,939,298,4.3,13.4,2.35
2015,Sterling Shepard,10674,13,10.4,12,72.9,4,83.4,76.4,91.5,90.8,95.5,448,71.0,333,135.9,118,11,29.0,136,448,86,1289,495,5.8,15.0,2.88
2015,Corey Coleman,10649,12,14.5,13,63.8,10,56.9,79.5,90.0,90.4,93.2,342,26.7,98,133.1,116,20,71.9,264,342,74,1365,569,7.7,18.4,3.99
2015,Mike Thomas,10840,13,14.2,8,62.8,7,67.3,75.6,84.8,85.4,94.7,466,16.3,80,130.6,113,14,83.7,412,466,71,1392,508,7.2,19.6,2.99
2015,Pharoh Cooper,10751,12,10.5,14,59.5,5,73.3,61.9,76.7,82.0,94.9,376,84.8,336,93.6,111,8,11.9,47,376,66,978,514,7.8,14.8,2.6
2015,Hunter Sharp,11078,11,12.0,11,64.0,5,74.3,57.5,78.3,79.8,95.6,324,17.4,59,102.6,111,9,79.4,269,324,71,839,372,5.2,11.8,2.59
2015,Josh Doctson,10656,10,15.2,9,72.2,6,77.4,76.3,92.9,93.0,93.7,325,5.8,20,149.2,108,14,93.9,326,325,78,1327,310,4.0,17.0,4.08
2015,Rashard Higgins,10806,12,12.4,8,70.1,3,84.6,75.8,91.3,91.4,94.5,308,14.1,46,122.9,107,8,85.3,278,308,75,1062,349,4.7,14.2,3.45
2015,Will Fuller V,10655,13,15.1,5,62.0,9,53.3,74.8,77.2,75.7,94.5,433,6.8,31,124.6,100,14,93.2,427,433,62,1259,414,6.7,20.3,2.91
2015,Jaydon Mickens,11371,13,9.2,7,61.1,9,52.6,76.3,74.8,75.2,96.5,361,73.3,274,72.7,95,2,23.5,88,361,58,691,278,4.8,11.9,1.91
2015,Malcolm Mitchell,10746,13,13.4,13,61.7,3,79.5,49.7,86.4,87.4,97.9,324,8.2,27,96.3,94,5,91.8,304,324,58,865,285,4.9,14.9,2.67
2015,Bralon Addison,11013,13,10.7,13,69.2,4,76.3,40.2,81.1,79.6,95.6,368,67.0,258,128.6,91,10,31.2,120,368,63,804,342,5.4,12.8,2.18
2015,Michael Thomas,10681,13,11.0,13,67.5,4,73.5,74.3,83.4,83.4,96.3,308,6.3,20,133.7,83,9,93.8,300,308,56,781,271,4.8,13.9,2.54
2015,Ricardo Louis,10748,13,15.8,8,56.8,6,56.8,27.5,76.0,80.8,96.2,204,11.3,24,93.5,81,3,88.7,188,204,46,717,198,4.3,15.6,3.51
2015,Max McCaffrey,11357,13,10.4,14,64.2,2,82.8,46.6,60.8,62.0,93.8,517,96.9,534,93.3,81,5,3.1,17,517,52,633,223,4.3,12.2,1.22
2015,Charone Peake,10875,15,12.6,4,61.7,5,65.9,73.9,72.1,70.4,95.4,370,4.4,17,95.9,81,5,95.6,371,370,50,723,269,5.4,14.5,1.95
2015,Demarcus Robinson,10760,13,10.6,10,63.2,5,64.5,45.9,68.5,68.7,96.4,347,15.3,55,70.2,76,2,84.7,305,347,48,523,274,5.7,10.9,1.51
2015,K.J. Brent,11349,12,14.3,5,56.8,2,72.1,73.1,64.8,65.0,95.4,477,9.0,45,69.8,74,1,90.6,453,477,42,583,125,3.0,13.9,1.22
2015,Paul Turner,11082,11,12.5,11,63.0,4,74.5,73.8,73.3,71.9,95.7,313,1.8,6,100.3,73,3,98.2,321,313,46,661,313,6.8,14.4,2.11
2015,Bryce Treggs,11278,13,17.3,1,61.6,8,48.0,73.6,71.1,71.3,94.6,334,89.5,316,114.7,73,7,9.6,34,334,45,959,229,5.1,21.3,2.87
2015,Chris Moore,10741,12,19.0,8,54.2,5,53.2,43.0,69.5,70.2,93.9,341,8.8,32,109.4,72,7,91.2,331,341,39,815,225,5.8,20.9,2.39
2015,Darius Powe,11251,13,9.4,8,69.1,2,75.1,73.6,73.0,73.4,91.9,282,91.2,280,127.1,68,8,1.0,3,282,47,560,269,5.7,11.9,1.99
2015,J.D. McKissic,11047,13,3.7,7,81.3,0,92.5,77.8,77.3,78.6,94.5,275,90.7,264,104.8,64,2,2.7,8,275,52,525,394,7.6,10.1,1.91
2015,Jalin Marshall,11259,12,12.2,7,62.1,4,61.7,23.7,64.3,61.4,96.3,290,22.9,69,109.6,58,5,77.1,232,290,36,477,224,6.2,13.3,1.64
2015,Leonte Carroo,10720,8,14.6,7,68.4,2,77.7,72.9,90.7,90.0,96.5,194,7.5,15,121.5,57,10,92.5,186,194,39,808,266,6.8,20.7,4.16
2015,Cody Core,10833,13,12.4,5,66.1,2,76.2,72.9,69.8,69.9,95.4,310,13.5,44,121.5,56,4,86.5,281,310,37,645,272,7.4,17.4,2.08
2015,Tommylee Lewis,11231,10,8.1,3,61.8,5,46.5,74.8,67.3,66.3,96.0,169,93.2,164,86.8,55,3,6.8,12,169,34,398,208,6.1,11.7,2.36
2015,Maurice Harris,11035,13,10.3,8,72.7,2,78.5,40.8,66.0,66.0,92.4,317,3.2,11,135.4,55,5,96.8,332,317,40,560,229,5.7,14.0,1.77
2015,Trevor Davis,10797,13,10.5,6,75.5,2,78.2,73.9,69.3,70.1,94.1,269,3.5,10,121.8,53,2,96.5,276,269,40,671,387,9.7,16.8,2.49
2015,Fred Brown,23172,13,16.2,0,62.8,3,62.5,71.5,54.9,55.2,97.3,395,9.9,40,88.4,43,3,90.1,366,395,27,411,70,2.6,15.2,1.04
2015,Tevin Jones,11163,13,12.1,0,56.4,3,57.5,37.5,61.6,60.7,96.6,230,17.6,42,117.0,39,4,79.4,189,230,22,316,104,4.7,14.4,1.37
2015,Braxton Miller,10719,13,11.0,8,68.4,1,78.4,27.2,69.0,68.6,96.2,176,88.0,161,101.0,38,3,4.4,8,176,26,342,162,6.2,13.2,1.94
2015,Curtis Samuel,11795,13,9.2,2,66.7,3,57.3,46.6,74.9,68.6,93.6,131,82.9,116,88.8,33,2,10.7,15,131,22,287,160,7.3,13.0,2.19
2015,Johnny Holton,11354,8,18.6,4,56.3,1,72.8,69.9,69.5,70.0,93.3,166,7.3,13,114.6,32,5,92.7,165,166,18,478,192,10.7,26.6,2.88
2015,Darvin Kidsy,23254,11,10.7,3,65.4,1,71.9,69.7,67.3,65.7,98.0,147,34.0,51,104.6,26,2,66.0,99,147,17,240,35,2.1,14.1,1.63
2015,Marcus Johnson,11074,10,13.5,7,50.0,3,41.1,68.8,54.3,54.6,96.3,180,39.0,73,40.3,24,1,60.4,113,180,12,128,79,6.6,10.7,0.71
2015,Tanner McEvoy,11288,10,12.7,0,43.5,2,47.1,37.0,66.9,56.5,95.6,108,21.2,24,19.9,23,0,78.8,89,108,10,117,25,2.5,11.7,1.08
2015,D'haquille Williams,11366,5,13.2,0,52.2,1,66.4,68.5,67.2,65.9,97.2,105,72.2,78,50.5,23,1,27.8,30,105,12,147,32,2.7,12.3,1.4
2015,Marquis Bundy,11429,13,18.1,0,43.8,2,37.6,66.7,59.8,53.3,95.9,118,0.8,1,39.6,16,0,99.2,122,118,7,104,15,2.1,14.9,0.88
2015,Marvin Hall,11440,13,19.4,3,56.3,2,44.7,69.3,61.7,61.7,97.1,102,16.2,17,95.8,16,1,82.9,87,102,9,206,98,10.9,22.9,2.02
2016,Zay Jones,11792,12,8.5,24,73.1,6,90.7,79.9,90.9,90.7,95.5,589,30.8,190,99.4,216,8,68.7,424,589,158,1744,790,5.0,11.0,2.96
